global_step,epoch,loss
2,1,0.0
3,1,0.0
4,1,0.0
5,1,0.0
6,1,0.0
7,1,0.0
8,1,0.0
9,1,0.0
10,1,0.0
11,1,0.0
12,1,0.0
13,1,0.33368638157844543
14,1,0.0
15,1,0.23591431975364685
16,1,0.0
17,1,0.0
18,1,0.0
19,1,0.0
20,1,0.0
21,1,0.01397280115634203
22,1,0.0
23,1,0.0
24,1,0.0
25,1,0.0
26,1,0.0
27,1,0.0
28,1,0.0
29,1,0.0
30,1,0.0
31,1,0.0
32,1,0.0
33,1,0.0
34,1,0.0
35,1,0.0
36,1,0.0
37,1,0.0
38,1,0.0
39,1,0.0
40,1,0.0
41,1,0.0
42,1,0.0
43,1,0.0
44,1,0.0
45,1,0.0
46,1,0.0
47,1,0.0
48,1,0.0
49,1,0.25421127676963806
50,1,0.0
51,1,0.0
52,1,0.0
53,1,1.7881390590446244e-07
54,1,0.0
55,1,0.0
56,1,0.0
57,1,0.0
58,1,0.0
59,1,0.0
60,1,0.0
61,1,0.0
62,1,0.0
63,1,0.0
64,1,0.0
65,1,0.0
66,1,0.0
67,1,0.0
68,1,0.0
69,1,0.0
70,1,0.0
71,1,0.0
72,1,0.0
73,1,0.0
74,1,0.0
75,1,0.0
76,1,0.0
77,1,0.0
78,1,0.0
79,1,0.0
80,1,0.0
81,1,0.12349279224872589
82,1,0.0
83,1,0.0
84,1,0.0
85,1,0.0
86,1,0.0
87,1,1.1920927533992653e-07
88,1,0.0
89,1,0.0
90,1,0.0
91,1,0.0
92,1,0.0
93,1,0.0
94,1,0.0
95,1,0.0
96,1,0.0
97,1,0.0
98,1,0.0
99,1,0.0
100,1,0.0
101,1,0.0
102,1,0.0
103,1,6.556507514687837e-07
104,1,0.005011571105569601
105,1,0.0
106,1,2.330862283706665
107,1,0.0
108,1,0.0
109,1,0.0
110,1,0.0
111,1,0.0
112,1,2.9384225854300894e-05
113,1,0.0
114,1,0.0
115,1,0.0
116,1,0.0
117,1,0.37787219882011414
118,1,0.0
119,1,0.0
120,1,0.0
121,1,0.0
122,1,0.0
123,1,0.0
124,1,0.0
125,1,0.0
126,1,0.0
127,1,0.0
128,1,1.0609513992676511e-05
129,1,0.0
130,1,0.0
131,1,0.0
132,1,0.0
133,1,0.0
134,1,0.0
135,1,0.0
136,1,0.0
137,1,0.0
138,1,0.0
139,1,0.0
140,1,0.0
141,1,0.0
142,1,0.0
143,1,0.0
144,1,0.0
145,1,0.0
146,1,0.0
147,1,0.0
148,1,0.0
149,1,0.0
150,1,0.0
151,1,0.0
152,1,0.0
153,1,0.0
154,1,0.0
155,1,0.0
156,1,0.0
157,1,0.0
158,1,0.0
159,1,0.0
160,1,0.0
161,1,0.0
162,1,0.11920784413814545
163,1,0.0
164,1,0.0
165,1,0.0
166,1,0.0
167,1,0.0
168,1,0.0
169,1,0.0
170,1,0.0
171,1,0.0
172,1,0.0
173,1,0.0
174,1,0.0
175,1,0.0
176,1,0.0
177,1,0.0
178,1,0.0
179,1,0.0
180,1,0.0
181,1,0.0
182,1,0.0
183,1,0.0
184,1,0.0
185,1,0.0
186,1,0.0
187,1,0.0
188,1,0.0
189,1,0.0
190,1,0.0
191,1,0.0
192,1,0.0
193,1,0.4460744559764862
194,1,0.0
195,1,0.0
196,1,0.0
197,1,0.0
198,1,0.0
199,1,0.0
200,1,0.0
201,1,0.0
202,1,0.0
203,1,0.0
204,1,0.0
205,1,0.0
206,1,0.0
207,1,0.0
208,1,0.0
209,1,0.0
210,1,0.0
211,1,0.0
212,1,0.0
213,1,0.0
214,1,0.0
215,1,0.0
216,1,0.0
217,1,0.0
218,1,0.0
219,1,0.0
220,1,0.0
221,1,0.0
222,1,0.0
223,1,0.0
224,1,0.0
225,1,0.00407473323866725
226,1,0.0
227,1,0.0
228,1,0.0
229,1,0.0
230,1,0.0
231,1,0.0
232,1,0.0
233,1,0.0
234,1,0.0
235,1,0.0
236,1,0.0
237,1,0.0
238,1,0.005179191008210182
239,1,0.0
240,1,0.0
241,1,0.0
242,1,0.0
243,1,0.0
244,1,0.0
245,1,0.0
246,1,0.0
247,1,0.0
248,1,2.19891619682312
249,1,0.26600924134254456
250,1,0.0
251,1,0.0
252,2,0.0
253,2,0.0
254,2,0.0
255,2,0.0
256,2,0.0
257,2,0.0
258,2,0.0
259,2,0.0
260,2,0.0
261,2,0.0
262,2,0.0
263,2,0.33851054310798645
264,2,0.0
265,2,0.21088841557502747
266,2,0.0
267,2,0.0
268,2,0.0
269,2,0.0
270,2,0.0
271,2,0.009241946041584015
272,2,0.0
273,2,0.0
274,2,0.0
275,2,0.0
276,2,0.0
277,2,0.0
278,2,0.0
279,2,0.0
280,2,0.0
281,2,0.0
282,2,0.0
283,2,0.0
284,2,0.0
285,2,0.0
286,2,0.0
287,2,0.0
288,2,0.0
289,2,0.0
290,2,0.0
291,2,0.0
292,2,0.0
293,2,0.0
294,2,0.0
295,2,0.0
296,2,0.0
297,2,0.0
298,2,0.0
299,2,0.507603645324707
300,2,0.0
301,2,0.0
302,2,0.0
303,2,2.9802313861182483e-07
304,2,0.0
305,2,0.0
306,2,0.0
307,2,0.0
308,2,0.0
309,2,0.0
310,2,0.0
311,2,0.0
312,2,0.0
313,2,0.0
314,2,0.0
315,2,0.0
316,2,0.0
317,2,0.0
318,2,0.0
319,2,0.0
320,2,0.0
321,2,0.0
322,2,0.0
323,2,0.0
324,2,0.0
325,2,0.0
326,2,0.0
327,2,0.0
328,2,0.0
329,2,0.0
330,2,0.0
331,2,0.004678170662373304
332,2,0.0
333,2,0.0
334,2,0.0
335,2,0.0
336,2,0.0
337,2,1.1920927533992653e-07
338,2,0.0
339,2,0.0
340,2,0.0
341,2,0.0
342,2,0.0
343,2,0.0
344,2,0.0
345,2,0.0
346,2,0.0
347,2,0.0
348,2,0.0
349,2,0.0
350,2,0.0
351,2,0.0
352,2,0.0
353,2,2.9802316703353426e-07
354,2,0.0006079552695155144
355,2,0.0
356,2,2.3524086475372314
357,2,0.0
358,2,0.0
359,2,0.0
360,2,0.0
361,2,0.0
362,2,4.1125513234874234e-05
363,2,0.0
364,2,0.0
365,2,0.0
366,2,0.0
367,2,0.14717485010623932
368,2,0.0
369,2,0.0
370,2,0.0
371,2,0.0
372,2,0.0
373,2,0.0
374,2,0.0
375,2,0.0
376,2,0.0
377,2,0.0
378,2,3.5872743129730225
379,2,0.0
380,2,0.0
381,2,0.0
382,2,0.0
383,2,0.0
384,2,0.0
385,2,0.0
386,2,0.0
387,2,0.0
388,2,0.0
389,2,0.0
390,2,0.0
391,2,0.0
392,2,0.0
393,2,0.0
394,2,0.0
395,2,0.0
396,2,0.0
397,2,0.0
398,2,0.0
399,2,0.0
400,2,0.0
401,2,0.0
402,2,0.0
403,2,0.0
404,2,0.0
405,2,0.0
406,2,0.0
407,2,0.0
408,2,0.0
409,2,0.0
410,2,0.0
411,2,0.0
412,2,0.017346952110528946
413,2,0.0
414,2,0.0
415,2,0.0
416,2,0.0
417,2,0.0
418,2,0.0
419,2,0.0
420,2,0.0
421,2,0.0
422,2,0.0
423,2,0.0
424,2,0.0
425,2,0.0
426,2,0.0
427,2,0.0
428,2,0.0
429,2,0.0
430,2,0.0
431,2,0.0
432,2,0.0
433,2,0.0
434,2,0.0
435,2,0.0
436,2,0.0
437,2,0.0
438,2,0.0
439,2,0.0
440,2,0.0
441,2,0.0
442,2,0.0
443,2,0.19431829452514648
444,2,0.0
445,2,0.0
446,2,0.0
447,2,0.0
448,2,0.0
449,2,0.0
450,2,0.0
451,2,0.0
452,2,0.0
453,2,0.0
454,2,0.0
455,2,0.0
456,2,0.0
457,2,0.0
458,2,0.0
459,2,0.0
460,2,0.0
461,2,0.0
462,2,0.0
463,2,0.0
464,2,0.0
465,2,0.0
466,2,0.0
467,2,0.0
468,2,0.0
469,2,0.0
470,2,0.0
471,2,0.0
472,2,0.0
473,2,0.0
474,2,0.0
475,2,0.0016622894909232855
476,2,0.0
477,2,0.0
478,2,0.0
479,2,0.0
480,2,0.0
481,2,0.0
482,2,0.0
483,2,0.0
484,2,0.0
485,2,0.0
486,2,0.0
487,2,0.0
488,2,0.0012550087412819266
489,2,0.0
490,2,0.0
491,2,0.0
492,2,0.0
493,2,0.0
494,2,0.0
495,2,0.0
496,2,0.0
497,2,0.0
498,2,3.4387176036834717
499,2,0.4974416494369507
500,2,0.0
501,2,0.0
502,3,0.0
503,3,0.0
504,3,0.0
505,3,0.0
506,3,0.0
507,3,0.0
508,3,0.0
509,3,0.0
510,3,0.0
511,3,0.0
512,3,0.0
513,3,0.5651450753211975
514,3,0.0
515,3,0.25645989179611206
516,3,0.0
517,3,0.0
518,3,0.0
519,3,0.0
520,3,0.0
521,3,0.060216162353754044
522,3,0.0
523,3,0.0
524,3,0.0
525,3,0.0
526,3,0.0
527,3,0.0
528,3,0.0
529,3,0.0
530,3,0.0
531,3,0.0
532,3,0.0
533,3,0.0
534,3,0.0
535,3,0.0
536,3,0.0
537,3,0.0
538,3,0.0
539,3,0.0
540,3,0.0
541,3,0.0
542,3,0.0
543,3,0.0
544,3,0.0
545,3,0.0
546,3,0.0
547,3,0.0
548,3,0.0
549,3,0.2815532088279724
550,3,0.0
551,3,0.0
552,3,0.0
553,3,1.132487000177207e-06
554,3,0.0
555,3,0.0
556,3,0.0
557,3,0.0
558,3,0.0
559,3,0.0
560,3,0.0
561,3,0.0
562,3,0.0
563,3,0.0
564,3,0.0
565,3,0.0
566,3,0.0
567,3,0.0
568,3,0.0
569,3,0.0
570,3,0.0
571,3,0.0
572,3,0.0
573,3,0.0
574,3,0.0
575,3,0.0
576,3,0.0
577,3,0.0
578,3,0.0
579,3,0.0
580,3,0.0
581,3,0.00782849919050932
582,3,0.0
583,3,0.0
584,3,0.0
585,3,0.0
586,3,0.0
587,3,5.9604641222676946e-08
588,3,0.0
589,3,0.0
590,3,0.0
591,3,0.0
592,3,0.0
593,3,0.0
594,3,0.0
595,3,0.0
596,3,0.0
597,3,0.0
598,3,0.0
599,3,0.0
600,3,0.0
601,3,0.0
602,3,0.0
603,3,2.3841855067985307e-07
604,3,6.800427217967808e-05
605,3,0.0
606,3,1.3691604137420654
607,3,0.0
608,3,0.0
609,3,0.0
610,3,0.0
611,3,0.0
612,3,1.2457215234462637e-05
613,3,0.0
614,3,0.0
615,3,0.0
616,3,0.0
617,3,0.35117602348327637
618,3,0.0
619,3,0.0
620,3,0.0
621,3,0.0
622,3,0.0
623,3,0.0
624,3,0.0
625,3,0.0
626,3,0.0
627,3,0.0
628,3,1.3709048971577431e-06
629,3,0.0
630,3,0.0
631,3,0.0
632,3,0.0
633,3,0.0
634,3,0.0
635,3,0.0
636,3,0.0
637,3,0.0
638,3,0.0
639,3,0.0
640,3,0.0
641,3,0.0
642,3,0.0
643,3,0.0
644,3,0.0
645,3,0.0
646,3,0.0
647,3,0.0
648,3,0.0
649,3,0.0
650,3,0.0
651,3,0.0
652,3,0.0
653,3,0.0
654,3,0.0
655,3,0.0
656,3,0.0
657,3,0.0
658,3,0.0
659,3,0.0
660,3,0.0
661,3,0.0
662,3,0.010289869271218777
663,3,0.0
664,3,0.0
665,3,0.0
666,3,0.0
667,3,0.0
668,3,0.0
669,3,0.0
670,3,0.0
671,3,0.0
672,3,0.0
673,3,0.0
674,3,0.0
675,3,0.0
676,3,0.0
677,3,0.0
678,3,0.0
679,3,0.0
680,3,0.0
681,3,0.0
682,3,0.0
683,3,0.0
684,3,0.0
685,3,0.0
686,3,0.0
687,3,0.0
688,3,0.0
689,3,0.0
690,3,0.0
691,3,0.0
692,3,0.0
693,3,0.20410601794719696
694,3,0.0
695,3,0.0
696,3,0.0
697,3,0.0
698,3,0.0
699,3,0.0
700,3,0.0
701,3,0.0
702,3,0.0
703,3,0.0
704,3,0.0
705,3,0.0
706,3,0.0
707,3,0.0
708,3,0.0
709,3,0.0
710,3,0.0
711,3,0.0
712,3,0.0
713,3,0.0
714,3,0.0
715,3,0.0
716,3,0.0
717,3,0.0
718,3,0.0
719,3,0.0
720,3,0.0
721,3,0.0
722,3,0.0
723,3,0.0
724,3,0.0
725,3,5.840913945576176e-05
726,3,0.0
727,3,0.0
728,3,0.0
729,3,0.0
730,3,0.0
731,3,0.0
732,3,0.0
733,3,0.0
734,3,0.0
735,3,0.0
736,3,0.0
737,3,0.0
738,3,0.024300193414092064
739,3,0.0
740,3,0.0
741,3,0.0
742,3,0.0
743,3,0.0
744,3,0.0
745,3,0.0
746,3,0.0
747,3,0.0
748,3,3.183529853820801
749,3,0.4574839174747467
750,3,0.0
751,3,0.0
